STASIUN;TANGGAL;TN;TX;TAVG;RH_AVG;RR;SS;FF_X;DDD_X;FF_AVG;DDD_CAR
Stasiun Meteorologi Radin Inten II;10/09/2021;21.1;33;26.4;74;-;7.1;4;120;1;C 
Stasiun Meteorologi Radin Inten II;11/09/2021;21.7;33.6;26.9;77;-;9;3;120;1;C 
Stasiun Meteorologi Radin Inten II;12/09/2021;23.8;33.4;25.4;92;-;5.3;5;70;1;C 
Stasiun Meteorologi Radin Inten II;13/09/2021;23.6;25.8;24.4;95;1;3.2;5;80;1;C 
Stasiun Meteorologi Radin Inten II;14/09/2021;23.3;31;26.3;86;11.8;0;4;160;2;S 
Stasiun Meteorologi Radin Inten II;15/09/2021;23.4;32.8;27.8;80;8888;0.7;6;150;2;C 
Stasiun Meteorologi Radin Inten II;16/09/2021;24.1;33.4;27.9;78;-;6;5;120;2;SE
Stasiun Meteorologi Radin Inten II;17/09/2021;23.8;33.4;28.1;79;-;9.8;7;90;3;C 
Stasiun Meteorologi Radin Inten II;18/09/2021;-;34.2;28;72;-;10.6;10;140;3;SE
Stasiun Meteorologi Radin Inten II;18/09/2021;-;34.2;28;72;-;10.6;10;140;3;SE
Stasiun Meteorologi Radin Inten II;19/09/2021;23;32.4;26.1;82;0;9.5;3;220;1;SW
Stasiun Meteorologi Radin Inten II;20/09/2021;23;33;27.6;79;20.3;6.5;6;140;1;C 
Stasiun Meteorologi Radin Inten II;21/09/2021;22.8;33.6;27.9;76;-;8;5;150;2;C 
Stasiun Meteorologi Radin Inten II;22/09/2021;-;33.4;26.1;88;7;9.5;6;120;2;C 
Stasiun Meteorologi Radin Inten II;23/09/2021;23.4;30.4;25;93;8888;2.3;3;30;1;W 
Stasiun Meteorologi Radin Inten II;24/09/2021;22.6;29.6;24.6;95;17.8;2.7;6;100;1;SW
Stasiun Meteorologi Radin Inten II;25/09/2021;22.8;32;27.4;86;16.4;3.7;5;80;1;C 
Stasiun Meteorologi Radin Inten II;26/09/2021;22.8;29;25.4;87;6;4.8;5;30;1;C 
Stasiun Meteorologi Radin Inten II;27/09/2021;22.8;32.6;27.7;82;2;-;6;30;2;C 
Stasiun Meteorologi Radin Inten II;28/09/2021;23.6;31.2;26.5;89;-;6.1;3;150;1;W 
Stasiun Meteorologi Radin Inten II;29/09/2021;23.5;33.4;26.1;87;7.5;3;4;160;2;SW
Stasiun Meteorologi Radin Inten II;30/09/2021;23.8;34;27.6;82;-;7.6;5;160;2;C 
Stasiun Meteorologi Radin Inten II;01/10/2021;22.6;31;27.4;78;-;6.8;0;0;0;C 
Stasiun Meteorologi Radin Inten II;02/10/2021;23.8;33.4;27.2;82;-;0;5;110;2;E 
Stasiun Meteorologi Radin Inten II;03/10/2021;22;33.3;26.9;80;1.5;4.8;5;130;2;C 
Stasiun Meteorologi Radin Inten II;04/10/2021;22.7;33.2;28.6;74;0;7;4;250;1;C 
Stasiun Meteorologi Radin Inten II;05/10/2021;22;34.8;28.4;70;-;6.8;5;150;2;W 
Stasiun Meteorologi Radin Inten II;06/10/2021;24.2;31.3;-;-;-;8.5;4;180;1;C 
Stasiun Meteorologi Radin Inten II;07/10/2021;23.2;34.8;27.8;75;-;2.5;7;140;2;C 
Stasiun Meteorologi Radin Inten II;08/10/2021;22.2;32.6;27.4;73;-;5.9;4;210;1;C 
Stasiun Meteorologi Radin Inten II;09/10/2021;23.5;34.6;28.7;73;0;5;4;150;2;SW
Stasiun Meteorologi Radin Inten II;10/10/2021;23.2;33.8;28.5;76;-;10;5;180;2;C 
Stasiun Meteorologi Radin Inten II;11/10/2021;24;34.2;28.4;75;-;5;4;150;1;C 
Stasiun Meteorologi Radin Inten II;12/10/2021;-;34.2;28.8;71;-;4;8;120;3;SE
Stasiun Meteorologi Radin Inten II;13/10/2021;24.4;33;28.2;76;0.8;5.9;5;150;1;C 
Stasiun Meteorologi Radin Inten II;14/10/2021;25.4;33.6;28.9;75;0;2;5;150;2;SW
Stasiun Meteorologi Radin Inten II;15/10/2021;24.4;33.8;27.6;80;-;3.4;7;100;2;C 
Stasiun Meteorologi Radin Inten II;16/10/2021;23.4;34.8;28.1;76;7;3.5;4;160;1;C 
Stasiun Meteorologi Radin Inten II;17/10/2021;24;34.6;28.5;79;-;9;7;120;3;C 
Stasiun Meteorologi Radin Inten II;18/10/2021;23.8;32;26.3;88;20.8;7.9;5;140;1;W 
Stasiun Meteorologi Radin Inten II;19/10/2021;23.2;-;26.9;82;59;2.2;5;100;2;W 
Stasiun Meteorologi Radin Inten II;20/10/2021;24;33.6;28.5;75;-;7.2;5;200;1;C 
Stasiun Meteorologi Radin Inten II;21/10/2021;24.5;33.4;28.7;77;-;6.2;4;160;1;C 
Stasiun Meteorologi Radin Inten II;22/10/2021;24.4;33.8;27;82;-;9.2;11;130;2;W 
Stasiun Meteorologi Radin Inten II;23/10/2021;-;32;25.8;88;8;6.8;4;150;1;W 
Stasiun Meteorologi Radin Inten II;24/10/2021;23;33.4;26.8;85;22;2;6;80;2;SW
Stasiun Meteorologi Radin Inten II;25/10/2021;23;33.4;27.9;80;2.6;7.5;5;160;2;C 
Stasiun Meteorologi Radin Inten II;26/10/2021;-;33.8;28.1;79;-;9.5;5;150;1;C 
Stasiun Meteorologi Radin Inten II;27/10/2021;24.4;33.3;27.2;82;-;7.5;10;120;2;C 
Stasiun Meteorologi Radin Inten II;28/10/2021;23.8;28;-;-;-;2.5;2;80;0;C 
Stasiun Meteorologi Radin Inten II;29/10/2021;23.2;33.4;27.1;83;4.1;0;6;120;2;C 
Stasiun Meteorologi Radin Inten II;30/10/2021;-;33;27.1;86;0;6.8;5;110;2;C 
Stasiun Meteorologi Radin Inten II;31/10/2021;24.8;34;27.8;82;1.8;3.5;4;80;1;C 
Stasiun Meteorologi Radin Inten II;01/11/2021;24.4;34.2;26.1;90;8888;7.5;6;110;2;C 
Stasiun Meteorologi Radin Inten II;02/11/2021;23;32.8;27.4;82;151;1.8;4;230;1;C 
Stasiun Meteorologi Radin Inten II;03/11/2021;24;32.1;26.8;85;0;5;3;40;1;C 
Stasiun Meteorologi Radin Inten II;04/11/2021;23.6;34.6;28.3;78;45.5;4.2;4;270;1;C 
Stasiun Meteorologi Radin Inten II;05/11/2021;24.8;30.8;27.3;85;1.5;7;3;90;1;C 
Stasiun Meteorologi Radin Inten II;06/11/2021;25;32.8;27.9;80;-;0;5;100;1;C 
Stasiun Meteorologi Radin Inten II;07/11/2021;24.6;31.4;26.6;87;-;4.5;3;20;1;C 
Stasiun Meteorologi Radin Inten II;08/11/2021;23.8;31.8;27.2;87;11.1;2;5;50;2;C 
Stasiun Meteorologi Radin Inten II;09/11/2021;24.2;34;26.6;89;15.5;6;3;190;1;C 
Stasiun Meteorologi Radin Inten II;10/11/2021;24;31.2;26.8;86;69.8;5;4;50;1;C 
Stasiun Meteorologi Radin Inten II;11/11/2021;24.2;31;26.8;85;5.2;2.5;4;120;1;C 
Stasiun Meteorologi Radin Inten II;12/11/2021;23.6;31.8;27.8;80;0.5;0;3;240;1;C 
Stasiun Meteorologi Radin Inten II;13/11/2021;24.9;33.8;28.8;75;0;1.5;4;230;2;W 
Stasiun Meteorologi Radin Inten II;14/11/2021;24.4;33.8;27.5;80;0.5;3.5;5;260;1;C 
Stasiun Meteorologi Radin Inten II;15/11/2021;24.6;30.2;26.7;86;0.8;4;2;70;1;C 
Stasiun Meteorologi Radin Inten II;16/11/2021;23.4;33.9;28.5;75;-;0;5;220;2;C 
Stasiun Meteorologi Radin Inten II;17/11/2021;23.4;32.4;26.8;86;-;6.6;7;10;1;C 
Stasiun Meteorologi Radin Inten II;18/11/2021;23.6;32;26.3;90;33;5;4;10;1;C 
Stasiun Meteorologi Radin Inten II;19/11/2021;23.4;31.6;27.1;84;15.5;1.5;3;100;1;C 
Stasiun Meteorologi Radin Inten II;20/11/2021;23.3;33;26.9;85;-;0.4;4;140;1;C 
Stasiun Meteorologi Radin Inten II;21/11/2021;23.8;32.8;27.6;84;24;5;3;360;1;C 
Stasiun Meteorologi Radin Inten II;22/11/2021;-;32;27.3;85;-;0.9;3;220;1;C 
Stasiun Meteorologi Radin Inten II;23/11/2021;24.8;33.2;27.7;76;3.8;2.7;6;230;2;SW
Stasiun Meteorologi Radin Inten II;24/11/2021;23;30.8;26.5;80;0;8.7;11;40;2;C 
Stasiun Meteorologi Radin Inten II;25/11/2021;23.6;34;27.4;82;8888;0.5;5;140;2;C 
Stasiun Meteorologi Radin Inten II;26/11/2021;23.6;33.8;27.2;81;1;6;5;280;1;C 
Stasiun Meteorologi Radin Inten II;27/11/2021;23.2;31.2;26.5;83;5;4.5;4;210;1;C 
Stasiun Meteorologi Radin Inten II;28/11/2021;23.8;32;28;70;-;0;5;240;3;SW
Stasiun Meteorologi Radin Inten II;29/11/2021;25.3;33.6;27.9;72;0;0.7;3;130;1;C 
Stasiun Meteorologi Radin Inten II;30/11/2021;24.2;32.8;27.7;78;0.5;3.5;4;220;1;C 
Stasiun Meteorologi Radin Inten II;01/12/2021;24.4;33.6;28.5;67;-;2.1;6;220;1;C 
Stasiun Meteorologi Radin Inten II;02/12/2021;-;34.6;28.5;76;-;3.2;3;40;1;C 
Stasiun Meteorologi Radin Inten II;03/12/2021;24.8;33.4;28.2;80;5;6;3;30;2;C 
Stasiun Meteorologi Radin Inten II;04/12/2021;24.8;33.2;25.1;93;-;2;3;100;1;C 
Stasiun Meteorologi Radin Inten II;05/12/2021;23.2;29.2;26.2;87;15.3;-;3;30;1;C 
Stasiun Meteorologi Radin Inten II;06/12/2021;23.4;33.4;27.1;84;3;0;8;350;2;C 
Stasiun Meteorologi Radin Inten II;07/12/2021;23;28.2;26.2;91;41.2;3.5;2;20;1;C 
Stasiun Meteorologi Radin Inten II;08/12/2021;24;33;27.7;83;1;0;3;10;1;C 
Stasiun Meteorologi Radin Inten II;09/12/2021;24.2;31.4;26.5;88;11.9;4;4;50;2;W 
Stasiun Meteorologi Radin Inten II;10/12/2021;23.9;33.4;27.4;83;3.9;3.2;5;290;1;C 
Stasiun Meteorologi Radin Inten II;11/12/2021;23.8;33;27.2;83;5;4.6;6;320;2;C 
Stasiun Meteorologi Radin Inten II;12/12/2021;24;32;27.6;82;-;2.4;6;160;2;N 
Stasiun Meteorologi Radin Inten II;13/12/2021;24;33.6;27.6;82;0;0.5;5;150;2;C 
Stasiun Meteorologi Radin Inten II;14/12/2021;24;33.4;27.8;79;-;4.1;2;310;1;C 
Stasiun Meteorologi Radin Inten II;15/12/2021;-;33;29;75;-;0;4;160;1;C 
Stasiun Meteorologi Radin Inten II;16/12/2021;24.6;33.4;26.3;90;1;4.8;7;110;2;C 
Stasiun Meteorologi Radin Inten II;17/12/2021;-;32;28.1;76;30.5;1;5;230;2;SW
Stasiun Meteorologi Radin Inten II;18/12/2021;25;33.8;28.8;72;0;3.5;4;230;2;SW
Stasiun Meteorologi Radin Inten II;19/12/2021;24.2;33.8;27.8;80;-;3;5;320;1;C 
Stasiun Meteorologi Radin Inten II;20/12/2021;24;32.4;26.3;87;8.5;2.5;3;300;1;C 
Stasiun Meteorologi Radin Inten II;21/12/2021;-;32.4;24.5;94;64.7;2;4;330;1;C 
Stasiun Meteorologi Radin Inten II;22/12/2021;23;32.6;27.6;79;4.5;0;2;20;1;C 
Stasiun Meteorologi Radin Inten II;23/12/2021;22.8;31.4;26.5;86;0;3.5;4;250;1;C 
Stasiun Meteorologi Radin Inten II;24/12/2021;22.4;32.3;26.4;86;0.5;0;4;50;1;C 
Stasiun Meteorologi Radin Inten II;25/12/2021;23;31.8;26.7;86;2.8;3;4;340;1;C 
Stasiun Meteorologi Radin Inten II;26/12/2021;24.1;32;26.9;87;17;3.1;5;340;1;C 
Stasiun Meteorologi Radin Inten II;27/12/2021;-;31.4;27.4;83;17;0.2;4;10;1;C 
Stasiun Meteorologi Radin Inten II;28/12/2021;24;33;27.6;82;0;1;6;10;2;C 
Stasiun Meteorologi Radin Inten II;29/12/2021;24.2;33;27.7;83;0.5;3;4;330;1;C 
Stasiun Meteorologi Radin Inten II;30/12/2021;-;32.8;27.5;85;2;1;4;40;1;C 
Stasiun Meteorologi Radin Inten II;31/12/2021;-;32.4;27.7;81;0.5;0.5;4;320;1;C 
Stasiun Geofisika Lampung Utara;01/01/2021;24;-;28.1;80;-;0;2;300;0;C 
Stasiun Geofisika Lampung Utara;02/01/2021;-;-;27.3;86;5;6.5;0;0;0;C 
Stasiun Geofisika Lampung Utara;03/01/2021;23.8;-;26;95;18.5;6;1;330;0;C 
Stasiun Geofisika Lampung Utara;04/01/2021;23.4;-;26.4;88;1;4.8;2;310;0;C 
Stasiun Geofisika Lampung Utara;05/01/2021;23.4;-;27.8;87;5.5;4.7;4;320;2;NW
Stasiun Geofisika Lampung Utara;06/01/2021;25.2;-;25.7;94;-;2.6;0;0;0;C 
Stasiun Geofisika Lampung Utara;07/01/2021;22.6;-;25.6;91;90.8;1.1;2;350;0;C 
Stasiun Geofisika Lampung Utara;08/01/2021;22.6;-;26.8;90;1;0.5;2;320;1;C 
Stasiun Geofisika Lampung Utara;09/01/2021;-;-;26.5;90;8888;0.8;2;360;1;C 
Stasiun Geofisika Lampung Utara;10/01/2021;24;-;26.1;91;16;3.3;2;310;1;N 
Stasiun Geofisika Lampung Utara;11/01/2021;24;-;26.5;87;6;1.5;1;270;0;C 
Stasiun Geofisika Lampung Utara;12/01/2021;-;-;26.3;89;-;-;3;320;1;C 
Stasiun Geofisika Lampung Utara;13/01/2021;23.8;-;25.6;88;-;0.1;3;310;2;NW
Stasiun Geofisika Lampung Utara;14/01/2021;23;-;25.7;88;-;0;3;300;1;NW
Stasiun Geofisika Lampung Utara;15/01/2021;-;-;26.4;81;-;0;4;300;1;C 
Stasiun Geofisika Lampung Utara;16/01/2021;23.4;-;27.6;84;1.5;0;1;280;0;C 
Stasiun Geofisika Lampung Utara;17/01/2021;23.4;-;27;85;4;5.4;0;0;0;C 
Stasiun Geofisika Lampung Utara;18/01/2021;-;-;25.2;90;41;0;3;310;2;NW
Stasiun Geofisika Lampung Utara;19/01/2021;22.6;-;25.4;87;2.5;0;3;310;2;NW
Stasiun Geofisika Lampung Utara;20/01/2021;22.4;-;26.5;87;1.6;2.5;3;310;1;C 
Stasiun Geofisika Lampung Utara;21/01/2021;-;-;27.8;85;4;4.5;0;310;0;C 
Stasiun Geofisika Lampung Utara;22/01/2021;23.8;-;25.1;94;22;5;0;0;0;C 
Stasiun Geofisika Lampung Utara;23/01/2021;-;-;28.2;83;1;1.5;2;330;1;NW
Stasiun Geofisika Lampung Utara;24/01/2021;24.2;-;25.6;92;5;5.8;1;290;0;C 
Stasiun Geofisika Lampung Utara;25/01/2021;23.4;-;27.3;87;10.5;0;2;310;1;C 
Stasiun Geofisika Lampung Utara;26/01/2021;24;-;26.1;90;1;5.2;0;0;0;C 
Stasiun Geofisika Lampung Utara;27/01/2021;23.6;-;26.6;87;36;6.5;0;0;0;C 
Stasiun Geofisika Lampung Utara;28/01/2021;-;-;25.9;94;-;0;0;0;0;C 
Stasiun Geofisika Lampung Utara;29/01/2021;22;-;25.7;84;7.7;0;4;320;2;NW
Stasiun Geofisika Lampung Utara;30/01/2021;22.4;-;25.8;88;-;5.2;3;330;1;NW
Stasiun Geofisika Lampung Utara;31/01/2021;23.4;-;26.9;84;1.3;0;0;300;0;C 
Stasiun Geofisika Lampung Utara;01/02/2021;-;-;26.6;86;-;1.8;3;300;1;C 
Stasiun Geofisika Lampung Utara;02/02/2021;24.4;-;27.5;86;4.7;5.5;2;330;1;C 
Stasiun Geofisika Lampung Utara;03/02/2021;24;-;25.8;90;37;4;4;300;2;NW
Stasiun Geofisika Lampung Utara;04/02/2021;23.6;-;25.8;90;7;5.6;3;320;1;NW
Stasiun Geofisika Lampung Utara;05/02/2021;20.2;-;26.8;86;20;5.6;4;340;1;C 
Stasiun Geofisika Lampung Utara;06/02/2021;23.6;-;27.4;84;2;7.2;3;330;1;C 
Stasiun Geofisika Lampung Utara;07/02/2021;23.2;-;27.5;85;-;8.2;3;340;1;NW
Stasiun Geofisika Lampung Utara;08/02/2021;23;-;25.7;88;11;3.8;7;280;2;NW
Stasiun Geofisika Lampung Utara;09/02/2021;23.2;-;27.3;86;-;7.9;3;310;1;NW
Stasiun Geofisika Lampung Utara;10/02/2021;-;-;26.7;90;1.5;7.1;0;0;0;C 
Stasiun Geofisika Lampung Utara;11/02/2021;19.4;-;26.8;87;14;4;0;0;0;C 
Stasiun Geofisika Lampung Utara;12/02/2021;19.4;-;27.7;88;57;6.4;2;340;1;C 
Stasiun Geofisika Lampung Utara;13/02/2021;-;-;26.7;90;41.6;4;3;280;1;C 
Stasiun Geofisika Lampung Utara;14/02/2021;22.6;-;27.5;88;1;4.8;3;340;1;N 
Stasiun Geofisika Lampung Utara;15/02/2021;24.4;-;26.9;91;21;2.6;1;330;0;C 
Stasiun Geofisika Lampung Utara;16/02/2021;24.4;-;27;88;9.5;3;0;0;0;C 
Stasiun Geofisika Lampung Utara;17/02/2021;21;-;27.1;90;-;3;2;70;0;C 
Stasiun Geofisika Lampung Utara;18/02/2021;23.6;-;26.4;90;-;0.3;2;340;1;NW
Stasiun Geofisika Lampung Utara;19/02/2021;23;-;26;87;21;2.9;3;320;2;NW
Stasiun Geofisika Lampung Utara;20/02/2021;22.8;-;26.9;86;5;2.8;1;280;0;C 
Stasiun Geofisika Lampung Utara;21/02/2021;24;-;27.5;83;-;3;2;310;0;C 
Stasiun Geofisika Lampung Utara;21/02/2021;24;-;27.5;83;-;3;2;310;0;C 
Stasiun Geofisika Lampung Utara;22/02/2021;23.8;-;27.6;88;-;9.4;2;320;1;C 
Stasiun Geofisika Lampung Utara;23/02/2021;24.8;-;27.2;88;-;1.5;2;330;1;C 
Stasiun Geofisika Lampung Utara;24/02/2021;23.8;-;26.3;89;8;3.4;2;320;0;C 
Stasiun Geofisika Lampung Utara;25/02/2021;-;-;27.5;84;8.5;2.9;0;0;0;C 
Stasiun Geofisika Lampung Utara;26/02/2021;22.8;-;26.9;83;9.2;3;2;310;0;C 
Stasiun Geofisika Lampung Utara;27/02/2021;-;-;27.8;86;1.5;8.1;2;280;1;C 
Stasiun Geofisika Lampung Utara;28/02/2021;23;-;28.1;86;-;5.6;2;160;0;C 
Stasiun Geofisika Lampung Utara;01/03/2021;24.2;-;28;86;-;2.8;1;225;0;C 
Stasiun Geofisika Lampung Utara;02/03/2021;-;-;27.8;88;1.5;2.5;2;40;1;C 
Stasiun Geofisika Lampung Utara;03/03/2021;23.4;-;26.8;86;4.4;4.4;3;250;1;W 
Stasiun Geofisika Lampung Utara;04/03/2021;-;-;27.8;84;1;6.5;0;0;0;C 
Stasiun Geofisika Lampung Utara;05/03/2021;-;-;-;-;8888;8.7;2;300;0;C 
Stasiun Geofisika Lampung Utara;06/03/2021;24;-;27.3;91;46;7.9;3;40;1;C 
Stasiun Geofisika Lampung Utara;07/03/2021;-;-;26.7;88;18.8;6.3;1;280;0;C 
Stasiun Geofisika Lampung Utara;08/03/2021;23.8;-;26.4;88;0;3.9;5;0;1;C 
Stasiun Geofisika Lampung Utara;09/03/2021;-;-;26.4;86;1;3.8;0;0;0;C 
Stasiun Geofisika Lampung Utara;10/03/2021;23.6;-;27.3;85;13.5;7.5;0;0;0;C 
Stasiun Geofisika Lampung Utara;11/03/2021;24;-;27.6;86;3.6;7;2;40;1;C 
Stasiun Geofisika Lampung Utara;12/03/2021;23;-;26.5;87;52;2.9;3;310;1;C 
Stasiun Geofisika Lampung Utara;13/03/2021;23.8;-;27.3;85;1.3;7;2;310;1;C 
Stasiun Geofisika Lampung Utara;14/03/2021;23.2;-;26.8;85;22.5;7;0;0;0;C 
Stasiun Geofisika Lampung Utara;15/03/2021;-;-;27.3;86;55;6.4;1;10;0;C 
Stasiun Geofisika Lampung Utara;16/03/2021;22.6;-;26.6;86;18;7.4;3;180;1;C 
Stasiun Geofisika Lampung Utara;17/03/2021;22.2;-;28.3;82;5;6.1;2;50;1;NE
Stasiun Geofisika Lampung Utara;17/03/2021;22.2;-;28.3;82;5;6.1;2;50;1;NE
Stasiun Geofisika Lampung Utara;18/03/2021;25;-;29.1;79;-;9.5;1;310;0;C 
Stasiun Geofisika Lampung Utara;19/03/2021;22.8;-;27.3;82;50;8.7;0;0;0;C 
Stasiun Geofisika Lampung Utara;20/03/2021;24;-;27;88;-;8.2;0;0;0;C 
Stasiun Geofisika Lampung Utara;20/03/2021;24;-;27;88;-;8.2;0;0;0;C 
Stasiun Geofisika Lampung Utara;21/03/2021;23.4;-;28.1;82;6.5;4.5;2;310;0;C 
Stasiun Geofisika Lampung Utara;22/03/2021;23.2;-;26.7;90;1.7;8.6;4;250;1;C 
Stasiun Geofisika Lampung Utara;23/03/2021;23.8;-;26.2;91;57.5;5.3;3;200;1;N 
Stasiun Geofisika Lampung Utara;24/03/2021;23.4;-;26.1;91;35;7.4;0;150;0;C 
Stasiun Geofisika Lampung Utara;25/03/2021;-;-;26.5;89;4;2;0;0;0;C 
Stasiun Geofisika Lampung Utara;26/03/2021;23.8;-;28.3;87;-;2.4;2;270;0;C 
Stasiun Geofisika Lampung Utara;27/03/2021;23.6;-;27.8;88;-;8.4;2;70;0;C 
Stasiun Geofisika Lampung Utara;28/03/2021;23.4;-;27.9;82;18;3.5;0;0;0;C 
Stasiun Geofisika Lampung Utara;29/03/2021;23.2;-;27.6;86;-;7.8;0;350;0;C 
Stasiun Geofisika Lampung Utara;30/03/2021;24.2;-;26.8;90;-;2.3;0;0;0;C 
Stasiun Geofisika Lampung Utara;31/03/2021;23.2;-;27.3;87;23;2.3;2;120;0;C 
Stasiun Geofisika Lampung Utara;01/04/2021;-;-;27;90;-;6.3;2;300;0;C 
Stasiun Geofisika Lampung Utara;02/04/2021;23.8;-;27.7;88;8888;0;2;360;0;C 
Stasiun Geofisika Lampung Utara;03/04/2021;24.4;-;26.4;90;75.8;7.7;0;0;0;C 
Stasiun Geofisika Lampung Utara;04/04/2021;24.4;-;28.1;89;8888;0;0;90;0;C 
Stasiun Geofisika Lampung Utara;05/04/2021;25.2;-;29.5;83;-;3;4;290;1;C 
Stasiun Geofisika Lampung Utara;06/04/2021;25.4;-;29;84;-;5.1;2;290;1;NW
Stasiun Geofisika Lampung Utara;07/04/2021;24.6;-;29.4;78;-;6.6;2;190;1;C 
Stasiun Geofisika Lampung Utara;08/04/2021;24;-;27;89;-;6;0;0;0;C 
Stasiun Geofisika Lampung Utara;09/04/2021;-;-;28.2;87;-;-;0;0;0;C 
Stasiun Geofisika Lampung Utara;10/04/2021;23.6;-;26.6;88;11;9.2;3;310;1;C 
Stasiun Geofisika Lampung Utara;11/04/2021;-;-;27.5;88;8888;5.4;1;350;1;C 
Stasiun Geofisika Lampung Utara;12/04/2021;23.4;-;27.5;88;1.5;6.8;2;40;1;C 
Stasiun Geofisika Lampung Utara;13/04/2021;23.4;-;26.9;89;-;4.2;1;350;0;C 
Stasiun Geofisika Lampung Utara;14/04/2021;23.8;-;27.2;87;-;5.5;2;40;1;C 
Stasiun Geofisika Lampung Utara;15/04/2021;24;-;27.2;87;-;5.3;3;170;1;N 
Stasiun Geofisika Lampung Utara;16/04/2021;23;-;27.8;85;12.5;7.5;1;60;1;SE
Stasiun Geofisika Lampung Utara;17/04/2021;23;-;28.5;84;-;8;2;120;1;E 
Stasiun Geofisika Lampung Utara;18/04/2021;22.8;-;26.2;90;85.4;6.7;2;180;0;C 
Stasiun Geofisika Lampung Utara;19/04/2021;23;-;28.7;83;-;0.2;1;260;0;C 
Stasiun Geofisika Lampung Utara;20/04/2021;24;-;26.7;91;8;9.7;2;90;0;C 
Stasiun Geofisika Lampung Utara;21/04/2021;23.2;-;26.8;89;36;1.3;2;80;1;C 
Stasiun Geofisika Lampung Utara;22/04/2021;24.2;-;28.6;82;8888;7.1;2;110;1;E 
Stasiun Geofisika Lampung Utara;23/04/2021;23.2;-;27.9;86;-;9.2;2;120;0;C 
Stasiun Geofisika Lampung Utara;24/04/2021;22.2;-;27.5;81;-;9.5;2;160;1;C 
Stasiun Geofisika Lampung Utara;25/04/2021;25.2;-;29.3;78;-;8.4;2;100;1;SE
Stasiun Geofisika Lampung Utara;26/04/2021;25.4;-;29;82;-;9.1;2;40;1;E 
Stasiun Geofisika Lampung Utara;27/04/2021;24;-;29.1;81;-;9;2;80;1;E 
Stasiun Geofisika Lampung Utara;28/04/2021;24.6;-;28.4;84;-;7.5;3;70;1;C 
Stasiun Geofisika Lampung Utara;29/04/2021;24.4;-;27.8;85;-;6;2;40;1;E 
Stasiun Geofisika Lampung Utara;30/04/2021;24.6;-;27.5;90;-;2;3;280;1;C 
Stasiun Geofisika Lampung Utara;01/05/2021;-;-;26.2;90;-;-;2;290;0;C 
Stasiun Geofisika Lampung Utara;02/05/2021;23;-;27.5;89;53;6.7;2;350;0;C 
Stasiun Geofisika Lampung Utara;03/05/2021;-;-;26.9;88;1;5.8;2;150;1;C 
Stasiun Geofisika Lampung Utara;04/05/2021;-;-;27.2;88;22.5;7.5;2;100;0;C 
Stasiun Geofisika Lampung Utara;05/05/2021;25.6;-;27.7;92;0.7;8.5;2;50;0;C 
Stasiun Geofisika Lampung Utara;06/05/2021;25.6;-;27.1;91;3;2.6;3;210;0;C 
Stasiun Geofisika Lampung Utara;07/05/2021;23;-;27.6;89;10;4.5;3;80;1;E 
Stasiun Geofisika Lampung Utara;08/05/2021;22.8;-;27.8;82;-;4.7;2;90;0;C 
Stasiun Geofisika Lampung Utara;09/05/2021;24.2;-;28.4;86;1;9;0;20;0;C 
Stasiun Geofisika Lampung Utara;10/05/2021;-;-;28.2;88;-;7.1;1;40;0;C 
Stasiun Geofisika Lampung Utara;11/05/2021;26;-;29.6;84;1.7;6.4;2;90;1;E 
Stasiun Geofisika Lampung Utara;12/05/2021;24.6;-;28.3;88;-;8.4;2;40;1;C 
Stasiun Geofisika Lampung Utara;13/05/2021;24.4;-;28;88;-;6.1;2;140;0;C 
Stasiun Geofisika Lampung Utara;14/05/2021;25.6;-;26.7;94;-;5;2;90;1;C 
Stasiun Geofisika Lampung Utara;15/05/2021;25.4;-;28;89;8.5;2.5;2;80;1;SE
Stasiun Geofisika Lampung Utara;16/05/2021;24.6;-;28;88;-;5.5;3;80;1;C 
Stasiun Geofisika Lampung Utara;17/05/2021;24.6;-;27.9;89;6.9;6.5;2;110;0;C 
Stasiun Geofisika Lampung Utara;18/05/2021;-;-;28.2;90;13;2.9;2;50;0;C 
Stasiun Geofisika Lampung Utara;19/05/2021;25;-;28.9;84;-;1.5;1;120;0;SE
Stasiun Geofisika Lampung Utara;20/05/2021;-;-;28.6;88;-;7.5;3;70;1;C 
Stasiun Geofisika Lampung Utara;21/05/2021;25.8;-;28.8;85;-;3.5;2;40;1;SE
Stasiun Geofisika Lampung Utara;22/05/2021;25.4;-;28.1;86;-;7.7;3;60;1;C 
Stasiun Geofisika Lampung Utara;22/05/2021;25.4;-;28.1;86;-;7.7;3;60;1;C 
Stasiun Geofisika Lampung Utara;23/05/2021;21.8;-;28.8;86;15;7.5;0;80;0;C 
Stasiun Geofisika Lampung Utara;24/05/2021;24.8;-;29.2;82;-;6.5;2;130;0;C 
Stasiun Geofisika Lampung Utara;25/05/2021;25;-;28.8;82;-;7.8;3;60;1;C 
Stasiun Geofisika Lampung Utara;26/05/2021;26;-;29.3;84;-;7.1;4;60;1;C 
Stasiun Geofisika Lampung Utara;27/05/2021;24.4;-;28.4;85;-;5.2;3;100;1;C 
Stasiun Geofisika Lampung Utara;28/05/2021;25.4;-;28.2;88;-;5.3;2;80;0;C 
Stasiun Geofisika Lampung Utara;29/05/2021;24.8;-;27.8;88;-;8.5;3;80;1;C 
